"Modified","CVE-2003-5001","CWE-269" "NVD-CWE-noinfo",,,,,"psirt@us.ibm.com" "nvd@nist.gov",5.3 9.8,"MEDIUM" "CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:ibm:iss_blackice_pc_protection:-:*:*:*:*:*:*:*"
"Modified","CVE-2021-46064","CWE-120",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",6.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:P/A:P","cpe:2.3:a:irfanview:irfanview:4.59:*:*:*:*:*:x86:*"
"Modified","CVE-2021-46107","CWE-918",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:P/I:N/A:N","cpe:2.3:a:ligeo-archives:ligeo_basics:02_01-2022:*:*:*:*:*:*:*"
"Modified","CVE-2021-46270","CWE-284" "NVD-CWE-Other",,,,,"reefs@jfrog.com" "nvd@nist.gov",2.7 2.7,"LOW" "LOW","CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:N/A:N" "CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:N/A:N",,,,,"nvd@nist.gov",4,LOW,"AV:N/AC:L/Au:S/C:P/I:N/A:N","cpe:2.3:a:jfrog:artifactory:*:*:*:*:*:-:*:*"
"Modified","CVE-2021-46353","CWE-209",,,,,"nvd@nist.gov",5.3,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N",,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:P/I:N/A:N","cpe:2.3:o:dlink:dir-x1860_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:dlink:dir-x1860:a1:*:*:*:*:*:*:*"
"Modified","CVE-2021-46378","CWE-425",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:P/I:N/A:N","cpe:2.3:o:dlink:dir-850l_firmware:1.08trb03:*:*:*:*:*:*:*" "cpe:2.3:h:dlink:dir-850l:-:*:*:*:*:*:*:*"
"Modified","CVE-2021-46379","CWE-601",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,"nvd@nist.gov",5.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:P/A:N","cpe:2.3:o:dlink:dir-850l_firmware:1.08trb03:*:*:*:*:*:*:*" "cpe:2.3:h:dlink:dir-850l:-:*:*:*:*:*:*:*"
"Modified","CVE-2021-46381","CWE-22",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:P/I:N/A:N","cpe:2.3:o:dlink:dap-1620_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:dlink:dap-1620:-:*:*:*:*:*:*:*"
"Modified","CVE-2021-46382","CWE-79",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:o:netgear:wac120_ac_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:netgear:wac120_ac:-:*:*:*:*:*:*:*"
"Modified","CVE-2021-46384","CWE-306",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:mingsoft:mcms:*:*:*:*:*:*:*:*"
"Modified","CVE-2021-46387","CWE-79",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:o:zyxel:zywall_2_plus_internet_security_appliance_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:zyxel:zywall_2_plus_internet_security_appliance:-:*:*:*:*:*:*:*"
"Modified","CVE-2021-46390","CWE-287",,,,,"nvd@nist.gov",6.8,"MEDIUM","CVSS:3.1/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",7.2,HIGH,"AV:L/AC:L/Au:N/C:C/I:C/A:C","cpe:2.3:o:lexar:f35_firmware:1.0.34.0:*:*:*:*:windows:*:*" "cpe:2.3:h:lexar:f35:-:*:*:*:*:*:*:*"
"Modified","CVE-2021-46393","CWE-787",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:o:tenda:ax3_firmware:16.03.12.10:*:*:*:*:*:*:*" "cpe:2.3:h:tenda:ax3:-:*:*:*:*:*:*:*"
"Modified","CVE-2021-46394","CWE-787",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:o:tenda:ax3_firmware:16.03.12.10:*:*:*:*:*:*:*" "cpe:2.3:h:tenda:ax3:-:*:*:*:*:*:*:*"
"Modified","CVE-2021-46408","CWE-787",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H",,,,,"nvd@nist.gov",7.8,HIGH,"AV:N/AC:L/Au:N/C:N/I:N/A:C","cpe:2.3:o:tenda:ax12_firmware:22.03.01.21:*:*:*:*:*:*:*" "cpe:2.3:h:tenda:ax12:-:*:*:*:*:*:*:*"
"Modified","CVE-2021-46426","CWE-79" "CWE-352",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:phpipam:phpipam:1.4.4:*:*:*:*:*:*:*"
"Modified","CVE-2021-46433","NVD-CWE-noinfo",,,,,"nvd@nist.gov",10,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H",,,,,"nvd@nist.gov",6.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:P/A:P","cpe:2.3:a:fenom_project:fenom:*:*:*:*:*:*:*:*"
"Modified","CVE-2021-46434","NVD-CWE-noinfo",,,,,"nvd@nist.gov",5.3,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N",,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:P/I:N/A:N","cpe:2.3:a:emqx:emqx:3.0.0:*:*:*:*:*:*:*"
"Modified","CVE-2021-46703","NVD-CWE-noinfo",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:razorengine_project:razorengine:*:*:*:*:*:*:*:*" "cpe:2.3:a:razorengine_project:razorengine:4.5.1:alpha001:*:*:*:*:*:*"
"Modified","CVE-2021-46704","CWE-78",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:genieacs:genieacs:*:*:*:*:*:*:*:*"
"Modified","CVE-2021-46705","CWE-377",,,,,"meissner@suse.de" "nvd@nist.gov",5.1 4.4,"MEDIUM" "MEDIUM","CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L" "CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:L",,,,,"nvd@nist.gov",2.1,LOW,"AV:L/AC:L/Au:N/C:N/I:P/A:N","cpe:2.3:a:gnu:grub2:*:*:*:*:*:*:*:*" "cpe:2.3:o:suse:linux_enterprise_server:15:sp4:*:*:*:*:*:*" "cpe:2.3:a:gnu:grub2:*:*:*:*:*:*:*:*" "cpe:2.3:a:opensuse:factory:-:*:*:*:*:*:*:*"
"Modified","CVE-2021-46708","CWE-1021",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:smartbear:swagger-ui-dist:*:*:*:*:*:node.js:*:*"
"Modified","CVE-2021-46709","CWE-79",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:phpliteadmin:phpliteadmin:*:*:*:*:*:*:*:*"
"Modified","CVE-2021-46743","CWE-843",,,,,"nvd@nist.gov",9.1,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N",,,,,"nvd@nist.gov",5.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:P/A:N","cpe:2.3:a:google:firebase_php-jwt:*:*:*:*:*:*:*:*"
